
                     TIME        CJC       TC-1       TC-2       TC-3       TC-4       TC-5      Short   Humidity
Mon Oct 08 13:51:44 2018      24.61      22.44      23.00      23.26      22.95      22.93      24.17      64.99
Mon Oct 08 13:53:44 2018      24.61      22.56      23.02      23.26      22.99      22.99      24.19      64.40
Mon Oct 08 13:54:44 2018      24.61      22.57      23.05      23.26      22.99      22.92      24.17      64.08
Mon Oct 08 13:55:44 2018      24.60      22.59      23.07      23.26      22.98      22.89      24.15      64.09
Mon Oct 08 13:56:44 2018      24.61      22.42      23.05      23.26      22.96      22.93      24.18      64.14
Mon Oct 08 13:57:44 2018      24.61      22.46      23.08      23.28      22.96      22.93      24.15      64.17
Mon Oct 08 13:58:44 2018      24.61      22.48      23.03      23.26      22.92      22.91      24.13      64.34
Mon Oct 08 13:59:44 2018      24.61      22.47      22.99      23.24      22.94      22.91      24.18      64.40
Mon Oct 08 14:00:44 2018      24.59      22.42      23.01      23.22      22.95      22.92      24.15      64.41
Mon Oct 08 14:01:44 2018      24.60      22.46      23.09      23.25      22.95      23.02      24.15      64.57
Mon Oct 08 14:02:44 2018      24.62      22.55      23.06      23.26      22.98      23.01      24.15      65.02
Mon Oct 08 14:03:44 2018      24.61      22.48      23.09      23.22      22.97      23.02      24.17      65.21
Mon Oct 08 14:04:44 2018      24.61      22.47      23.04      23.21      23.00      23.05      24.16      65.49
Mon Oct 08 14:05:44 2018      24.60      22.57      23.11      23.30      23.01      22.92      24.21      65.39
Mon Oct 08 14:06:44 2018      24.60      22.59      23.06      23.28      23.01      22.96      24.20      65.50
Mon Oct 08 14:07:44 2018      24.61      22.52      23.02      23.26      22.97      22.98      24.16      65.87
Mon Oct 08 14:08:44 2018      24.60      22.52      23.05      23.28      22.93      22.95      24.15      65.92
Mon Oct 08 14:09:44 2018      24.60      22.51      23.06      23.26      23.02      22.97      24.19      66.56
Mon Oct 08 14:10:44 2018      24.60      22.49      23.04      23.27      22.96      22.93      24.14      66.50
Mon Oct 08 14:11:44 2018      24.61      22.50      23.04      23.20      22.97      22.97      24.14      67.03
Mon Oct 08 14:12:44 2018      24.61      22.43      23.04      23.21      22.97      23.02      24.15      67.13
Mon Oct 08 14:13:44 2018      24.60      22.53      23.05      23.30      22.96      22.95      24.17      67.10
Mon Oct 08 14:14:44 2018      24.60      22.51      23.00      23.30      22.97      22.97      24.19      67.25
Mon Oct 08 14:15:44 2018      24.61      22.50      23.00      23.28      22.94      22.99      24.16      67.49
Mon Oct 08 14:16:44 2018      24.61      22.52      23.01      23.25      22.96      23.00      24.18      67.53
Mon Oct 08 14:17:44 2018      24.61      22.50      23.04      23.28      22.96      22.98      24.16      67.43
Mon Oct 08 14:18:44 2018      24.61      22.56      23.04      23.30      22.93      22.93      24.16      67.51
Mon Oct 08 14:19:44 2018      24.61      22.47      23.03      23.24      22.95      22.98      24.18      67.54
Mon Oct 08 14:20:44 2018      24.61      22.50      23.01      23.23      22.95      22.99      24.17      67.53
Mon Oct 08 14:21:44 2018      24.61      22.54      23.04      23.25      22.99      23.01      24.22      67.72
Mon Oct 08 14:22:44 2018      24.63      22.51      23.06      23.25      22.98      22.98      24.20      67.71
Mon Oct 08 14:23:44 2018      24.60      22.47      23.05      23.25      22.94      23.00      24.17      67.72
Mon Oct 08 14:24:44 2018      24.61      22.45      23.02      23.25      22.98      23.00      24.13      67.69
Mon Oct 08 14:25:44 2018      24.61      22.50      23.01      23.28      22.97      22.98      24.19      67.72
Mon Oct 08 14:26:44 2018      24.61      22.44      23.04      23.28      22.96      22.96      24.20      67.72
Mon Oct 08 14:27:44 2018      24.61      22.56      23.08      23.29      22.95      22.91      24.22      67.77
Mon Oct 08 14:28:44 2018      24.62      22.58      23.07      23.28      22.97      22.90      24.19      67.73
Mon Oct 08 14:29:44 2018      24.61      22.42      23.04      23.23      22.96      22.98      24.18      67.75
Mon Oct 08 14:30:44 2018      24.61      22.50      23.05      23.27      22.95      22.88      24.17      67.77
Mon Oct 08 14:31:44 2018      24.61      22.56      23.03      23.28      22.97      22.90      24.21      67.78
Mon Oct 08 14:32:44 2018      24.61      22.55      23.07      23.25      22.98      22.91      24.20      67.77
Mon Oct 08 14:33:44 2018      24.62      22.41      23.02      23.22      22.96      22.97      24.17      67.80
Mon Oct 08 14:34:44 2018      24.61      22.42      23.07      23.25      22.94      22.96      24.17      67.82
Mon Oct 08 14:35:44 2018      24.60      22.49      23.07      23.23      22.93      22.87      24.21      67.82
Mon Oct 08 14:36:44 2018      24.60      22.43      23.07      23.23      23.02      23.00      24.21      67.82
Mon Oct 08 14:37:44 2018      24.61      22.51      23.04      23.28      22.97      22.93      24.17      67.82
Mon Oct 08 14:38:44 2018      24.62      22.43      23.03      23.25      22.94      22.95      24.15      67.82
Mon Oct 08 14:39:44 2018      24.60      22.48      23.04      23.23      22.96      22.95      24.18      67.81
Mon Oct 08 14:40:44 2018      24.61      22.50      23.05      23.25      22.95      22.96      24.17      67.78
Mon Oct 08 14:41:44 2018      24.62      22.53      23.09      23.26      22.98      22.93      24.20      67.79
Mon Oct 08 14:42:44 2018      24.62      22.50      23.03      23.25      22.94      22.93      24.14      67.79
Mon Oct 08 14:43:44 2018      24.61      22.45      23.04      23.26      22.98      22.92      24.16      67.77
Mon Oct 08 14:44:44 2018      24.59      22.48      23.07      23.21      22.97      22.96      24.14      67.77
Mon Oct 08 14:45:44 2018      24.61      22.53      23.09      23.26      22.97      22.89      24.24      67.77
Mon Oct 08 14:46:44 2018      24.61      22.43      23.10      23.25      22.93      22.99      24.15      67.74
Mon Oct 08 14:47:44 2018      24.61      22.55      23.09      23.25      22.94      22.91      24.22      67.72
Mon Oct 08 14:48:44 2018      24.61      22.45      23.09      23.22      22.96      22.91      24.17      67.74
Mon Oct 08 14:49:44 2018      24.61      22.53      23.07      23.24      22.99      23.01      24.18      67.72
Mon Oct 08 14:50:44 2018      24.61      22.46      23.10      23.27      22.94      22.96      24.13      67.72
Mon Oct 08 14:51:44 2018      24.62      22.52      23.12      23.22      22.98      22.98      24.21      67.72
Mon Oct 08 14:52:44 2018      24.62      22.50      23.10      23.24      22.94      22.93      24.19      67.69
Mon Oct 08 14:53:44 2018      24.61      22.53      23.10      23.25      22.97      22.99      24.19      67.68
Mon Oct 08 14:54:44 2018      24.61      22.58      23.10      23.26      22.99      22.93      24.16      67.68
Mon Oct 08 14:55:44 2018      24.61      22.55      23.12      23.29      22.94      22.92      24.19      67.68
Mon Oct 08 14:56:44 2018      24.61      22.51      23.12      23.23      22.94      22.94      24.14      67.64
Mon Oct 08 14:57:44 2018      24.61      22.59      23.12      23.28      22.96      22.93      24.22      67.63
Mon Oct 08 14:58:44 2018      24.61      22.55      23.09      23.28      22.97      22.92      24.18      67.63
Mon Oct 08 14:59:44 2018      24.62      22.42      23.13      23.23      22.95      23.00      24.20      67.63
Mon Oct 08 15:00:44 2018      24.61      22.56      23.14      23.24      22.97      22.97      24.16      67.63
Mon Oct 08 15:01:44 2018      24.62      22.44      23.11      23.25      22.90      22.92      24.17      67.62
Mon Oct 08 15:02:44 2018      24.61      22.47      23.10      23.31      22.96      22.93      24.19      67.59
Mon Oct 08 15:03:44 2018      24.61      22.45      23.13      23.25      22.91      23.01      24.20      67.58
Mon Oct 08 15:04:44 2018      24.61      22.54      23.19      23.26      22.94      22.93      24.19      67.57
Mon Oct 08 15:05:44 2018      24.61      22.48      23.12      23.28      22.95      22.99      24.20      67.58
Mon Oct 08 15:06:44 2018      24.61      22.52      23.10      23.25      22.94      22.99      24.19      67.53
Mon Oct 08 15:07:44 2018      24.61      22.52      23.10      23.31      22.93      22.86      24.21      67.53
Mon Oct 08 15:08:44 2018      24.61      22.48      23.13      23.28      22.95      22.94      24.16      67.52
Mon Oct 08 15:09:44 2018      24.61      22.50      23.13      23.29      22.93      22.95      24.19      67.53
Mon Oct 08 15:10:44 2018      24.61      22.52      23.15      23.28      22.91      22.94      24.18      67.50
Mon Oct 08 15:11:44 2018      24.61      22.51      23.13      23.25      22.97      22.99      24.19      67.48
Mon Oct 08 15:12:44 2018      24.61      22.49      23.13      23.28      22.93      22.93      24.18      67.48
Mon Oct 08 15:13:44 2018      24.62      22.49      23.14      23.25      22.99      23.02      24.22      67.47
Mon Oct 08 15:14:44 2018      24.61      22.49      23.13      23.28      22.96      22.96      24.19      67.46
Mon Oct 08 15:15:44 2018      24.62      22.57      23.13      23.25      22.94      22.91      24.20      67.43
Mon Oct 08 15:16:44 2018      24.61      22.51      23.16      23.26      22.93      22.92      24.16      67.43
Mon Oct 08 15:17:44 2018      24.61      22.44      23.19      23.25      22.96      22.99      24.16      67.43
Mon Oct 08 15:18:44 2018      24.60      22.49      23.15      23.28      22.92      22.90      24.18      67.42
Mon Oct 08 15:19:44 2018      24.62      22.50      23.15      23.28      22.93      22.91      24.18      67.38
Mon Oct 08 15:20:44 2018      24.61      22.46      23.16      23.28      22.91      22.91      24.18      67.39
Mon Oct 08 15:21:44 2018      24.63      22.50      23.14      23.29      22.94      22.90      24.17      67.37
Mon Oct 08 15:22:44 2018      24.61      22.44      23.14      23.32      23.00      22.92      24.18      67.36
Mon Oct 08 15:23:44 2018      24.62      22.49      23.17      23.26      22.97      22.97      24.17      67.33
Mon Oct 08 15:24:44 2018      24.62      22.57      23.15      23.28      22.97      22.92      24.16      67.33
Mon Oct 08 15:25:44 2018      24.64      22.53      23.16      23.31      22.99      22.92      24.20      67.33
Mon Oct 08 15:26:44 2018      24.62      22.53      23.15      23.28      22.97      22.98      24.19      67.32
Mon Oct 08 15:27:44 2018      24.62      22.55      23.16      23.25      22.97      22.94      24.20      67.33
Mon Oct 08 15:28:44 2018      24.62      22.57      23.16      23.28      22.97      22.95      24.20      67.29
Mon Oct 08 15:29:44 2018      24.61      22.54      23.15      23.28      22.97      22.96      24.19      67.28
Mon Oct 08 15:30:44 2018      24.62      22.56      23.13      23.26      22.97      22.98      24.18      67.25
Mon Oct 08 15:31:44 2018      24.62      22.44      23.15      23.26      22.98      23.00      24.14      67.27
Mon Oct 08 15:32:44 2018      24.63      22.56      23.17      23.30      22.98      22.97      24.16      67.28
Mon Oct 08 15:33:44 2018      24.61      22.46      23.17      23.27      22.92      22.95      24.15      67.25
Mon Oct 08 15:34:44 2018      24.61      22.54      23.17      23.29      22.95      22.91      24.13      67.25
Mon Oct 08 15:35:44 2018      24.61      22.58      23.20      23.26      23.02      22.98      24.15      67.24
Mon Oct 08 15:36:44 2018      24.62      22.50      23.21      23.26      23.04      23.04      24.17      67.23
Mon Oct 08 15:37:44 2018      24.63      22.56      23.20      23.28      23.03      22.95      24.15      67.17
Mon Oct 08 15:38:44 2018      24.63      22.52      23.17      23.26      23.00      23.01      24.17      67.18
Mon Oct 08 15:39:43 2018      24.61      22.49      23.15      23.29      22.97      22.97      24.14      67.16
Mon Oct 08 15:40:44 2018      24.62      22.54      23.17      23.28      23.00      22.93      24.13      67.17
Mon Oct 08 15:41:44 2018      24.62      22.44      23.13      23.27      22.93      22.94      24.12      67.18
Mon Oct 08 15:42:44 2018      24.62      22.46      23.16      23.25      22.99      23.02      24.16      67.19
Mon Oct 08 15:43:43 2018      24.61      22.55      23.13      23.27      22.97      22.96      24.17      67.14
Mon Oct 08 15:43:44 2018      24.61      22.55      23.12      23.27      22.97      22.96      24.18      67.14
Mon Oct 08 15:44:44 2018      24.62      22.52      23.15      23.25      23.01      22.95      24.18      67.14
Mon Oct 08 15:45:44 2018      24.61      22.51      23.11      23.25      22.99      23.00      24.19      67.15
Mon Oct 08 15:46:44 2018      24.61      22.51      23.11      23.27      23.00      22.99      24.18      67.15
Mon Oct 08 15:47:44 2018      24.62      22.52      23.16      23.27      22.98      22.97      24.17      67.14
Mon Oct 08 15:48:44 2018      24.62      22.45      23.14      23.28      22.96      22.96      24.17      67.14
Mon Oct 08 15:49:44 2018      24.61      22.50      23.15      23.29      23.01      22.95      24.20      67.13
Mon Oct 08 15:50:44 2018      24.61      22.52      23.16      23.28      22.99      22.96      24.16      67.10
Mon Oct 08 15:51:44 2018      24.60      22.49      23.17      23.26      23.00      23.03      24.19      67.10
Mon Oct 08 15:52:44 2018      24.61      22.52      23.13      23.25      23.00      22.98      24.17      67.09
Mon Oct 08 15:53:44 2018      24.62      22.47      23.13      23.21      22.99      22.99      24.18      67.12
Mon Oct 08 15:54:44 2018      24.61      22.53      23.12      23.27      22.98      22.97      24.18      67.12
Mon Oct 08 15:55:44 2018      24.62      22.48      23.09      23.29      22.94      22.94      24.18      67.10
Mon Oct 08 15:56:44 2018      24.61      22.51      23.11      23.29      22.99      22.98      24.18      67.09
Mon Oct 08 15:57:44 2018      24.61      22.55      23.13      23.29      22.94      22.96      24.18      67.09
Mon Oct 08 15:58:44 2018      24.61      22.56      23.10      23.28      22.97      22.95      24.19      67.09
Mon Oct 08 15:59:44 2018      24.61      22.47      23.11      23.25      23.01      23.07      24.19      67.09
Mon Oct 08 16:00:44 2018      24.61      22.46      23.11      23.27      22.98      22.95      24.18      67.09
Mon Oct 08 16:01:44 2018      24.63      22.46      23.12      23.29      22.99      23.02      24.21      67.09
Mon Oct 08 16:02:44 2018      24.62      22.54      23.15      23.26      22.98      23.06      24.17      67.08
Mon Oct 08 16:03:44 2018      24.62      22.50      23.21      23.32      22.96      22.91      24.23      67.05
Mon Oct 08 16:04:44 2018      24.62      22.49      23.14      23.31      22.94      22.95      24.19      67.08
Mon Oct 08 16:05:44 2018      24.63      22.54      23.10      23.28      22.96      22.96      24.17      67.07
Mon Oct 08 16:06:44 2018      24.62      22.52      23.13      23.25      23.02      23.01      24.17      67.05
Mon Oct 08 16:07:44 2018      24.61      22.50      23.13      23.24      23.02      23.04      24.19      67.04
Mon Oct 08 16:08:44 2018      24.61      22.57      23.13      23.28      22.99      22.95      24.22      67.04
Mon Oct 08 16:09:44 2018      24.62      22.48      23.18      23.29      22.99      22.98      24.21      66.98
Mon Oct 08 16:10:44 2018      24.61      22.50      23.15      23.27      22.99      22.99      24.17      67.00
Mon Oct 08 16:11:44 2018      24.63      22.53      23.17      23.29      22.97      22.95      24.19      66.99
Mon Oct 08 16:12:44 2018      24.61      22.49      23.13      23.24      22.98      23.01      24.20      66.99
Mon Oct 08 16:13:44 2018      24.61      22.52      23.18      23.26      23.02      23.03      24.20      66.97
Mon Oct 08 16:14:44 2018      24.62      22.44      23.16      23.29      22.97      22.98      24.16      66.97
Mon Oct 08 16:15:44 2018      24.62      22.45      23.20      23.28      22.99      22.97      24.20      66.96
Mon Oct 08 16:16:44 2018      24.61      22.48      23.17      23.30      23.04      22.98      24.20      66.92
Mon Oct 08 16:17:44 2018      24.61      22.51      23.15      23.28      23.00      22.95      24.20      66.94
Mon Oct 08 16:18:44 2018      24.62      22.48      23.12      23.29      23.01      22.95      24.15      66.97
Mon Oct 08 16:19:44 2018      24.63      22.50      23.15      23.26      23.01      23.01      24.22      66.98
Mon Oct 08 16:20:44 2018      24.62      22.46      23.10      23.28      22.96      23.01      24.20      66.94
Mon Oct 08 16:21:44 2018      24.61      22.45      23.15      23.22      22.99      23.05      24.19      66.94
Mon Oct 08 16:22:44 2018      24.61      22.53      23.14      23.26      23.00      22.96      24.17      66.96
Mon Oct 08 16:23:44 2018      24.65      22.42      23.19      23.27      22.98      22.99      24.17      66.96
Mon Oct 08 16:24:44 2018      24.64      22.50      23.15      23.32      22.98      22.93      24.21      66.95
Mon Oct 08 16:25:44 2018      24.61      22.43      23.11      23.28      22.99      22.97      24.16      66.93
Mon Oct 08 16:26:44 2018      24.61      22.46      23.18      23.27      22.96      23.01      24.18      66.91
Mon Oct 08 16:27:44 2018      24.64      22.52      23.16      23.30      22.99      22.91      24.22      66.94
Mon Oct 08 16:28:44 2018      24.63      22.53      23.12      23.27      23.01      22.99      24.18      66.94
Mon Oct 08 16:29:44 2018      24.61      22.46      23.13      23.28      22.94      22.94      24.17      66.94
Mon Oct 08 16:30:44 2018      24.62      22.51      23.12      23.28      23.00      22.90      24.16      66.94
Mon Oct 08 16:31:44 2018      24.63      22.44      23.15      23.26      22.99      23.03      24.19      66.94
Mon Oct 08 16:32:44 2018      24.61      22.55      23.18      23.27      23.00      22.98      24.25      66.94
Mon Oct 08 16:33:44 2018      24.63      22.50      23.16      23.28      22.98      23.00      24.19      66.92
Mon Oct 08 16:34:44 2018      24.61      22.50      23.16      23.26      23.02      23.00      24.16      66.90
Mon Oct 08 16:35:44 2018      24.61      22.52      23.17      23.30      22.98      22.93      24.19      66.92
Mon Oct 08 16:36:44 2018      24.63      22.55      23.16      23.29      22.97      22.98      24.20      66.90
Mon Oct 08 16:37:44 2018      24.61      22.51      23.12      23.28      22.97      23.00      24.18      66.93
Mon Oct 08 16:38:44 2018      24.61      22.48      23.13      23.30      22.94      22.97      24.21      66.89
Mon Oct 08 16:39:44 2018      24.64      22.52      23.16      23.30      22.92      22.97      24.18      66.91
Mon Oct 08 16:40:44 2018      24.61      22.51      23.15      23.28      22.96      23.00      24.21      66.89
Mon Oct 08 16:41:44 2018      24.63      22.47      23.17      23.28      22.93      23.03      24.18      66.89
Mon Oct 08 16:42:44 2018      24.62      22.43      23.16      23.31      22.98      22.99      24.15      66.89
Mon Oct 08 16:43:44 2018      24.63      22.52      23.15      23.27      23.00      23.00      24.16      66.89
Mon Oct 08 16:44:44 2018      24.64      22.56      23.13      23.26      23.00      22.95      24.18      66.88
Mon Oct 08 16:45:44 2018      24.63      22.52      23.15      23.29      23.01      23.00      24.19      66.89
Mon Oct 08 16:46:44 2018      24.61      22.52      23.19      23.29      23.04      23.00      24.20      66.89
Mon Oct 08 16:47:44 2018      24.61      22.54      23.18      23.28      23.03      23.01      24.21      66.85
Mon Oct 08 16:48:44 2018      24.63      22.51      23.15      23.27      22.97      22.92      24.17      66.86
Mon Oct 08 16:49:44 2018      24.62      22.52      23.15      23.27      22.99      22.97      24.16      66.85
Mon Oct 08 16:50:44 2018      24.61      22.50      23.15      23.30      22.98      22.96      24.17      66.82
Mon Oct 08 16:51:44 2018      24.62      22.52      23.11      23.25      23.04      23.00      24.20      66.81
Mon Oct 08 16:52:44 2018      24.61      22.49      23.17      23.28      22.96      22.94      24.17      66.85
Mon Oct 08 16:53:44 2018      24.62      22.55      23.15      23.27      23.00      22.99      24.18      66.85
Mon Oct 08 16:54:44 2018      24.63      22.49      23.12      23.27      22.97      22.94      24.17      66.85
Mon Oct 08 16:55:44 2018      24.63      22.42      23.13      23.23      23.02      22.99      24.17      66.85
Mon Oct 08 16:56:44 2018      24.63      22.52      23.15      23.28      23.02      22.96      24.20      66.85
Mon Oct 08 16:57:44 2018      24.65      22.47      23.13      23.28      22.97      22.91      24.18      66.85
Mon Oct 08 16:58:44 2018      24.62      22.56      23.11      23.27      23.02      22.99      24.18      66.85
Mon Oct 08 16:59:44 2018      24.62      22.49      23.17      23.30      23.00      22.94      24.21      66.83
Mon Oct 08 17:00:44 2018      24.61      22.44      23.15      23.28      23.00      22.98      24.17      66.85
Mon Oct 08 17:01:44 2018      24.65      22.55      23.21      23.28      23.01      22.92      24.25      66.85
Mon Oct 08 17:02:44 2018      24.62      22.53      23.15      23.31      23.00      22.93      24.20      66.85
Mon Oct 08 17:03:44 2018      24.64      22.45      23.17      23.29      22.99      22.99      24.19      66.84
Mon Oct 08 17:04:44 2018      24.61      22.43      23.16      23.26      22.99      22.95      24.18      66.85
Mon Oct 08 17:05:44 2018      24.62      22.59      23.20      23.27      23.02      22.98      24.21      66.85
Mon Oct 08 17:06:44 2018      24.62      22.49      23.16      23.24      23.06      23.02      24.19      66.88
Mon Oct 08 17:07:44 2018      24.63      22.51      23.16      23.24      23.01      22.97      24.21      66.85
Mon Oct 08 17:08:44 2018      24.61      22.43      23.14      23.30      22.97      22.93      24.18      66.85
Mon Oct 08 17:09:44 2018      24.64      22.55      23.19      23.30      23.03      22.98      24.20      66.85
Mon Oct 08 17:10:44 2018      24.62      22.50      23.14      23.30      22.97      22.93      24.20      66.85
Mon Oct 08 17:11:44 2018      24.61      22.44      23.14      23.32      22.99      22.96      24.16      66.84
Mon Oct 08 17:12:44 2018      24.63      22.45      23.16      23.29      22.99      22.97      24.22      66.84
Mon Oct 08 17:13:44 2018      24.61      22.53      23.15      23.30      22.98      22.97      24.19      66.85
Mon Oct 08 17:14:44 2018      24.61      22.45      23.15      23.25      23.00      23.06      24.17      66.84
Mon Oct 08 17:15:44 2018      24.64      22.45      23.15      23.25      22.97      23.02      24.17      66.81
Mon Oct 08 17:16:44 2018      24.61      22.54      23.18      23.29      22.98      23.03      24.18      66.82
Mon Oct 08 17:17:44 2018      24.61      22.47      23.19      23.30      22.94      22.92      24.16      66.83
Mon Oct 08 17:18:44 2018      24.61      22.43      23.14      23.29      22.99      23.04      24.21      66.80
Mon Oct 08 17:19:44 2018      24.63      22.44      23.13      23.27      22.93      23.01      24.22      66.81
Mon Oct 08 17:20:44 2018      24.62      22.57      23.16      23.30      23.02      22.98      24.21      66.82
Mon Oct 08 17:21:44 2018      24.63      22.42      23.14      23.29      23.00      23.00      24.18      66.85
Mon Oct 08 17:22:44 2018      24.61      22.41      23.17      23.25      22.94      23.03      24.20      66.83
Mon Oct 08 17:23:44 2018      24.61      22.46      23.16      23.31      22.98      22.94      24.20      66.79
Mon Oct 08 17:24:44 2018      24.62      22.57      23.16      23.32      22.96      22.93      24.23      66.80
Mon Oct 08 17:25:44 2018      24.63      22.40      23.17      23.29      22.98      22.96      24.18      66.80
Mon Oct 08 17:26:44 2018      24.62      22.55      23.17      23.25      22.98      22.93      24.19      66.80
Mon Oct 08 17:27:44 2018      24.64      22.46      23.22      23.27      22.98      23.05      24.21      66.81
Mon Oct 08 17:28:44 2018      24.62      22.54      23.19      23.28      23.01      23.04      24.22      66.85
Mon Oct 08 17:30:43 2018      24.61      22.47      23.14      23.31      22.96      22.92      24.17      66.85
Mon Oct 08 17:31:44 2018      24.61      22.45      23.14      23.27      22.98      23.01      24.18      66.84
Mon Oct 08 17:31:44 2018      24.61      22.45      23.14      23.27      22.98      23.00      24.19      66.85
Mon Oct 08 17:32:44 2018      24.61      22.44      23.16      23.32      22.93      22.97      24.17      66.84
Mon Oct 08 17:34:44 2018      24.62      22.50      23.15      23.31      22.95      22.93      24.18      66.80
Mon Oct 08 17:35:44 2018      24.61      22.46      23.11      23.24      23.00      23.00      24.17      66.80
Mon Oct 08 17:36:44 2018      24.62      22.53      23.10      23.31      22.98      22.93      24.16      66.84
Mon Oct 08 17:37:44 2018      24.61      22.52      23.09      23.29      22.97      22.91      24.18      66.78
Mon Oct 08 17:38:44 2018      24.61      22.45      23.11      23.31      22.96      22.93      24.15      66.74
Mon Oct 08 17:39:44 2018      24.64      22.49      23.14      23.28      22.98      23.01      24.19      66.75
Mon Oct 08 17:40:44 2018      24.61      22.45      23.16      23.30      22.92      22.98      24.21      66.83
Mon Oct 08 17:41:44 2018      24.61      22.53      23.15      23.29      23.00      22.95      24.20      66.80
Mon Oct 08 17:42:44 2018      24.61      22.47      23.13      23.27      22.99      23.02      24.16      66.80
Mon Oct 08 17:43:44 2018      24.61      22.53      23.20      23.27      23.05      22.99      24.18      66.81
Mon Oct 08 17:44:44 2018      24.61      22.48      23.16      23.25      23.04      23.03      24.19      66.80
Mon Oct 08 17:45:44 2018      24.63      22.50      23.12      23.28      23.00      23.03      24.19      66.80
Mon Oct 08 17:46:44 2018      24.61      22.51      23.15      23.27      23.01      22.97      24.19      66.80
Mon Oct 08 17:47:44 2018      24.61      22.47      23.13      23.29      23.05      23.00      24.21      66.77
Mon Oct 08 17:48:44 2018      24.61      22.51      23.12      23.30      23.01      22.95      24.18      66.82
Mon Oct 08 17:49:44 2018      24.61      22.50      23.17      23.25      23.06      22.97      24.19      66.80
Mon Oct 08 17:50:44 2018      24.61      22.44      23.10      23.25      23.03      23.00      24.18      66.81
Mon Oct 08 17:51:44 2018      24.63      22.47      23.16      23.29      22.97      22.94      24.15      66.80
Mon Oct 08 17:52:44 2018      24.63      22.55      23.11      23.24      23.00      22.97      24.15      66.80
Mon Oct 08 17:53:44 2018      24.61      22.43      23.16      23.25      23.00      23.01      24.15      66.83
Mon Oct 08 17:54:44 2018      24.62      22.52      23.14      23.25      22.98      22.95      24.20      66.84
Mon Oct 08 17:55:44 2018      24.62      22.45      23.10      23.30      22.97      22.94      24.21      66.84
Mon Oct 08 17:56:44 2018      24.61      22.48      23.13      23.26      23.00      22.94      24.19      66.80
Mon Oct 08 17:57:44 2018      24.62      22.52      23.13      23.29      22.99      22.96      24.20      66.79
Mon Oct 08 17:58:44 2018      24.61      22.49      23.15      23.32      22.98      22.98      24.17      66.77
Mon Oct 08 17:59:44 2018      24.62      22.52      23.13      23.27      23.03      22.99      24.20      66.80
Mon Oct 08 18:00:44 2018      24.63      22.52      23.15      23.32      23.00      22.97      24.19      66.80
Mon Oct 08 18:01:44 2018      24.63      22.51      23.13      23.27      22.94      22.98      24.19      66.80
Mon Oct 08 18:02:44 2018      24.62      22.50      23.17      23.30      22.97      22.97      24.17      66.85
Mon Oct 08 18:03:44 2018      24.66      22.45      23.18      23.28      22.99      23.04      24.17      66.85
Mon Oct 08 18:04:44 2018      24.64      22.47      23.17      23.33      23.01      22.94      24.17      66.83
Mon Oct 08 18:05:44 2018      24.63      22.56      23.22      23.28      23.03      23.00      24.21      66.85
Mon Oct 08 18:06:44 2018      24.62      22.51      23.14      23.29      22.99      22.89      24.18      66.87
Mon Oct 08 18:07:44 2018      24.62      22.54      23.16      23.25      23.03      22.98      24.20      66.85
Mon Oct 08 18:08:44 2018      24.61      22.45      23.14      23.25      23.01      23.00      24.20      66.85
Mon Oct 08 18:09:44 2018      24.62      22.47      23.13      23.24      23.01      23.04      24.18      66.85
Mon Oct 08 18:10:44 2018      24.64      22.44      23.16      23.31      22.98      23.04      24.20      66.81
Mon Oct 08 18:11:44 2018      24.62      22.46      23.18      23.26      23.02      23.05      24.19      66.85
Mon Oct 08 18:12:44 2018      24.61      22.52      23.15      23.28      22.99      22.92      24.15      66.85
Mon Oct 08 18:13:44 2018      24.61      22.57      23.17      23.25      22.99      22.99      24.19      66.85
Mon Oct 08 18:14:44 2018      24.63      22.53      23.17      23.31      22.99      22.93      24.19      66.85
Mon Oct 08 18:15:44 2018      24.63      22.49      23.15      23.28      23.01      22.99      24.19      66.85
Mon Oct 08 18:16:44 2018      24.62      22.56      23.13      23.27      22.98      22.93      24.13      66.87
Mon Oct 08 18:17:44 2018      24.62      22.55      23.13      23.29      22.99      22.98      24.20      66.88
Mon Oct 08 18:18:44 2018      24.64      22.47      23.15      23.29      23.05      23.03      24.19      66.87
Mon Oct 08 18:19:44 2018      24.62      22.53      23.14      23.29      22.98      22.95      24.18      66.86
Mon Oct 08 18:20:44 2018      24.62      22.57      23.09      23.30      23.02      23.00      24.19      66.88
Mon Oct 08 18:21:44 2018      24.63      22.58      23.15      23.30      23.01      22.91      24.20      66.89
Mon Oct 08 18:22:44 2018      24.62      22.56      23.14      23.31      22.96      22.95      24.23      66.86
Mon Oct 08 18:23:44 2018      24.61      22.49      23.15      23.29      22.96      22.92      24.15      66.88
Mon Oct 08 18:24:44 2018      24.63      22.56      23.15      23.30      22.99      22.90      24.18      66.88
Mon Oct 08 18:25:44 2018      24.63      22.52      23.19      23.25      22.99      23.06      24.23      66.87
Mon Oct 08 18:26:44 2018      24.62      22.46      23.16      23.31      22.98      23.04      24.13      66.89
Mon Oct 08 18:27:44 2018      24.63      22.43      23.14      23.26      22.99      22.96      24.15      66.88
Mon Oct 08 18:28:44 2018      24.64      22.51      23.18      23.28      23.03      22.98      24.15      66.89
Mon Oct 08 18:29:44 2018      24.61      22.54      23.14      23.25      23.02      22.98      24.18      66.90
Mon Oct 08 18:30:44 2018      24.63      22.47      23.15      23.31      22.95      22.99      24.17      66.89
